datetime,Zone Thermostat Air Temperature_ATTIC_TZONE(C),Zone Thermostat Air Temperature_CORE_ZN_TZONE(C),Zone Thermostat Air Temperature_PERIMETER_ZN_1_TZONE(C),Zone Thermostat Air Temperature_PERIMETER_ZN_2_TZONE(C),Zone Thermostat Air Temperature_PERIMETER_ZN_3_TZONE(C),Zone Thermostat Air Temperature_PERIMETER_ZN_4_TZONE(C),Zone Air Humidity Ratio_ATTIC_TZONE(fraction),Zone Air Humidity Ratio_CORE_ZN_TZONE(fraction),Zone Air Humidity Ratio_PERIMETER_ZN_1_TZONE(fraction),Zone Air Humidity Ratio_PERIMETER_ZN_2_TZONE(fraction),Zone Air Humidity Ratio_PERIMETER_ZN_3_TZONE(fraction),Zone Air Humidity Ratio_PERIMETER_ZN_4_TZONE(fraction),Zone Ideal Loads Zone Latent Heating Energy_CORE_ZN_TZONE IDEAL LOADS AIR SYSTEM(kWh),Zone Ideal Loads Zone Latent Heating Energy_PERIMETER_ZN_1_TZONE IDEAL LOADS AIR SYSTEM(kWh),Zone Ideal Loads Zone Latent Heating Energy_PERIMETER_ZN_2_TZONE IDEAL LOADS AIR SYSTEM(kWh),Zone Ideal Loads Zone Latent Heating Energy_PERIMETER_ZN_3_TZONE IDEAL LOADS AIR SYSTEM(kWh),Zone Ideal Loads Zone Latent Heating Energy_PERIMETER_ZN_4_TZONE IDEAL LOADS AIR SYSTEM(kWh),Site Sky Temperature_Environment(C),Zone Air Relative Humidity_ATTIC_TZONE(%),Zone Air Relative Humidity_CORE_ZN_TZONE(%),Zone Air Relative Humidity_PERIMETER_ZN_1_TZONE(%),Zone Air Relative Humidity_PERIMETER_ZN_2_TZONE(%),Zone Air Relative Humidity_PERIMETER_ZN_3_TZONE(%),Zone Air Relative Humidity_PERIMETER_ZN_4_TZONE(%),Site Outdoor Air Drybulb Temperature_Environment(C),Site Outdoor Air Relative Humidity_Environment(%),Zone Thermostat Cooling Setpoint Temperature_ATTIC_TZONE(C),Zone Thermostat Cooling Setpoint Temperature_CORE_ZN_TZONE(C),Zone Thermostat Cooling Setpoint Temperature_PERIMETER_ZN_1_TZONE(C),Zone Thermostat Cooling Setpoint Temperature_PERIMETER_ZN_2_TZONE(C),Zone Thermostat Cooling Setpoint Temperature_PERIMETER_ZN_3_TZONE(C),Zone Thermostat Cooling Setpoint Temperature_PERIMETER_ZN_4_TZONE(C),Zone Operative Temperature_ATTIC_TZONE(C),Zone Operative Temperature_CORE_ZN_TZONE(C),Zone Operative Temperature_PERIMETER_ZN_1_TZONE(C),Zone Operative Temperature_PERIMETER_ZN_2_TZONE(C),Zone Operative Temperature_PERIMETER_ZN_3_TZONE(C),Zone Operative Temperature_PERIMETER_ZN_4_TZONE(C),Zone Ideal Loads Zone Total Heating Energy_CORE_ZN_TZONE IDEAL LOADS AIR SYSTEM(kWh),Zone Ideal Loads Zone Total Heating Energy_PERIMETER_ZN_1_TZONE IDEAL LOADS AIR SYSTEM(kWh),Zone Ideal Loads Zone Total Heating Energy_PERIMETER_ZN_2_TZONE IDEAL LOADS AIR SYSTEM(kWh),Zone Ideal Loads Zone Total Heating Energy_PERIMETER_ZN_3_TZONE IDEAL LOADS AIR SYSTEM(kWh),Zone Ideal Loads Zone Total Heating Energy_PERIMETER_ZN_4_TZONE IDEAL LOADS AIR SYSTEM(kWh),Zone Ideal Loads Zone Total Cooling Energy_CORE_ZN_TZONE IDEAL LOADS AIR SYSTEM(kWh),Zone Ideal Loads Zone Total Cooling Energy_PERIMETER_ZN_1_TZONE IDEAL LOADS AIR SYSTEM(kWh),Zone Ideal Loads Zone Total Cooling Energy_PERIMETER_ZN_2_TZONE IDEAL LOADS AIR SYSTEM(kWh),Zone Ideal Loads Zone Total Cooling Energy_PERIMETER_ZN_3_TZONE IDEAL LOADS AIR SYSTEM(kWh),Zone Ideal Loads Zone Total Cooling Energy_PERIMETER_ZN_4_TZONE IDEAL LOADS AIR SYSTEM(kWh),Zone Mean Air Dewpoint Temperature_ATTIC_TZONE(C),Zone Mean Air Dewpoint Temperature_CORE_ZN_TZONE(C),Zone Mean Air Dewpoint Temperature_PERIMETER_ZN_1_TZONE(C),Zone Mean Air Dewpoint Temperature_PERIMETER_ZN_2_TZONE(C),Zone Mean Air Dewpoint Temperature_PERIMETER_ZN_3_TZONE(C),Zone Mean Air Dewpoint Temperature_PERIMETER_ZN_4_TZONE(C),Site Outdoor Air Dewpoint Temperature_Environment(C),Zone Air Temperature_ATTIC_TZONE(C),Zone Air Temperature_CORE_ZN_TZONE(C),Zone Air Temperature_PERIMETER_ZN_1_TZONE(C),Zone Air Temperature_PERIMETER_ZN_2_TZONE(C),Zone Air Temperature_PERIMETER_ZN_3_TZONE(C),Zone Air Temperature_PERIMETER_ZN_4_TZONE(C),Zone Thermostat Heating Setpoint Temperature_ATTIC_TZONE(C),Zone Thermostat Heating Setpoint Temperature_CORE_ZN_TZONE(C),Zone Thermostat Heating Setpoint Temperature_PERIMETER_ZN_1_TZONE(C),Zone Thermostat Heating Setpoint Temperature_PERIMETER_ZN_2_TZONE(C),Zone Thermostat Heating Setpoint Temperature_PERIMETER_ZN_3_TZONE(C),Zone Thermostat Heating Setpoint Temperature_PERIMETER_ZN_4_TZONE(C),Site Wind Direction_Environment(deg),Zone Ideal Loads Zone Sensible Heating Energy_CORE_ZN_TZONE IDEAL LOADS AIR SYSTEM(kWh),Zone Ideal Loads Zone Sensible Heating Energy_PERIMETER_ZN_1_TZONE IDEAL LOADS AIR SYSTEM(kWh),Zone Ideal Loads Zone Sensible Heating Energy_PERIMETER_ZN_2_TZONE IDEAL LOADS AIR SYSTEM(kWh),Zone Ideal Loads Zone Sensible Heating Energy_PERIMETER_ZN_3_TZONE IDEAL LOADS AIR SYSTEM(kWh),Zone Ideal Loads Zone Sensible Heating Energy_PERIMETER_ZN_4_TZONE IDEAL LOADS AIR SYSTEM(kWh),Zone Ideal Loads Zone Sensible Cooling Energy_CORE_ZN_TZONE IDEAL LOADS AIR SYSTEM(kWh),Zone Ideal Loads Zone Sensible Cooling Energy_PERIMETER_ZN_1_TZONE IDEAL LOADS AIR SYSTEM(kWh),Zone Ideal Loads Zone Sensible Cooling Energy_PERIMETER_ZN_2_TZONE IDEAL LOADS AIR SYSTEM(kWh),Zone Ideal Loads Zone Sensible Cooling Energy_PERIMETER_ZN_3_TZONE IDEAL LOADS AIR SYSTEM(kWh),Zone Ideal Loads Zone Sensible Cooling Energy_PERIMETER_ZN_4_TZONE IDEAL LOADS AIR SYSTEM(kWh),Zone Mean Radiant Temperature_ATTIC_TZONE(C),Zone Mean Radiant Temperature_CORE_ZN_TZONE(C),Zone Mean Radiant Temperature_PERIMETER_ZN_1_TZONE(C),Zone Mean Radiant Temperature_PERIMETER_ZN_2_TZONE(C),Zone Mean Radiant Temperature_PERIMETER_ZN_3_TZONE(C),Zone Mean Radiant Temperature_PERIMETER_ZN_4_TZONE(C),Zone Ideal Loads Zone Latent Cooling Energy_CORE_ZN_TZONE IDEAL LOADS AIR SYSTEM(kWh),Zone Ideal Loads Zone Latent Cooling Energy_PERIMETER_ZN_1_TZONE IDEAL LOADS AIR SYSTEM(kWh),Zone Ideal Loads Zone Latent Cooling Energy_PERIMETER_ZN_2_TZONE IDEAL LOADS AIR SYSTEM(kWh),Zone Ideal Loads Zone Latent Cooling Energy_PERIMETER_ZN_3_TZONE IDEAL LOADS AIR SYSTEM(kWh),Zone Ideal Loads Zone Latent Cooling Energy_PERIMETER_ZN_4_TZONE IDEAL LOADS AIR SYSTEM(kWh)
2017-01-21T00:00:00-05:00,23.0,9.461969864024374,9.461473266624266,9.209269897666239,9.471242987643997,9.212362442674234,0.006992856808146759,0.006992856808146752,0.00699285680814674,0.006992856808146757,0.006992856808146739,0.006992856808146759,5.186961971048731e-16,2.2097879082139116e-15,0.0,2.5307163771988903e-15,0.0,-5.684886010091873,90.08445761874827,94.98725377755831,94.99042949660596,96.61783025303698,94.92800664931906,96.59768556880839,8.700000000000001,99.99994531320742,0.0,20.0,20.0,20.0,20.0,20.0,10.42548004260293,9.469024906994,9.453541896066367,9.182742948271187,9.463937763614526,9.18617810320503,5.186961971048731e-16,2.2097879082139116e-15,0.0,2.5307163771988903e-15,0.0,0.06002816433674045,0.045475578530469664,0.018041894631075712,0.046059031338256486,0.018151454162144788,8.699991978666963,8.699991978666963,8.699991978666963,8.699991978666963,8.699991978666963,8.699991978666963,8.699991209056114,10.25205103666427,9.461969864024374,9.461473266624266,9.209269897666239,9.471242987643997,9.212362442674234,0.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.06002816433674045,0.045475578530469664,0.018041894631075358,0.046059031338256486,0.01815145416214446,10.598909048541591,9.476079949963623,9.44561052550847,9.156215998876135,9.456632539585053,9.159993763735825,0.0,0.0,3.5704772471945036e-16,0.0,3.2921813423551307e-16
2017-01-21T01:00:00-05:00,23.0,9.461969864024342,9.461473266618324,9.209269897662281,9.47124298763657,9.21236244267031,0.006992856808146757,0.006992856808146752,0.006992856808146739,0.00699285680814676,0.006992856808146738,0.006992856808146759,5.115907697472721e-16,2.4418985352288777e-15,0.0,2.409924112119673e-15,0.0,-5.684886010091873,90.08445761874827,94.98725377755831,94.99042949660594,96.61783025303701,94.92800664931906,96.59768556880839,8.700000000000001,99.99994531320742,0.0,20.0,20.0,20.0,20.0,20.0,10.425480042600855,9.469024906993969,9.45354189606032,9.182742948267169,9.463937763606962,9.186178103201046,5.115907697472721e-16,2.4418985352288777e-15,0.0,2.409924112119673e-15,0.0,0.06002816433673767,0.04547557853009291,0.018041894630926824,0.04605903133778585,0.018151454161996972,8.699991978666963,8.699991978666963,8.699991978666963,8.699991978666963,8.699991978666963,8.699991978666963,8.699991209056114,10.252051036662326,9.461969864024342,9.461473266618324,9.209269897662281,9.47124298763657,9.21236244267031,0.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.06002816433673767,0.04547557853009291,0.01804189463092638,0.04605903133778585,0.01815145416199668,10.598909048539381,9.476079949963594,9.44561052550232,9.156215998872057,9.456632539577356,9.159993763731778,0.0,0.0,4.464576856359297e-16,0.0,2.8954616482224084e-16
2017-01-21T02:00:00-05:00,23.0,9.461969864024319,9.461473266614162,9.209269897659533,9.471242987631356,9.212362442667583,0.006992856808146759,0.006992856808146752,0.006992856808146738,0.0069928568081467565,0.00699285680814674,0.006992856808146759,4.760636329592672e-16,2.5638750382010282e-15,1.0066022089934753e-17,2.343606790115397e-15,0.0,-5.684886010091873,90.08445761874827,94.98725377755831,94.99042949660594,96.61783025303696,94.9280066493191,96.59768556880839,8.700000000000001,99.99994531320742,0.0,20.0,20.0,20.0,20.0,20.0,10.42548004259931,9.469024906993944,9.453541896056086,9.182742948264378,9.463937763601662,9.186178103198275,4.760636329592672e-16,2.5638750382010282e-15,1.0066022089934753e-17,2.343606790115397e-15,0.0,0.06002816433673581,0.045475578529829266,0.01804189463082307,0.04605903133745553,0.018151454161894346,8.699991978666963,8.699991978666963,8.699991978666963,8.699991978666963,8.699991978666963,8.699991978666963,8.699991209056114,10.252051036660884,9.461969864024319,9.461473266614162,9.209269897659533,9.471242987631356,9.212362442667583,0.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.06002816433673581,0.045475578529829266,0.018041894630822942,0.04605903133745553,0.018151454161894034,10.598909048537733,9.476079949963571,9.44561052549801,9.156215998869223,9.456632539571965,9.159993763728968,0.0,0.0,1.2671345454388453e-16,0.0,3.1323092268091085e-16
2017-01-21T03:00:00-05:00,23.0,9.461969864024303,9.461473266611252,9.20926989765763,9.471242987627706,9.212362442665691,0.006992856808146757,0.006992856808146752,0.006992856808146738,0.006992856808146756,0.00699285680814674,0.006992856808146759,5.056695802826047e-16,2.3447910280083307e-15,1.0539717247108153e-16,2.144654824102569e-15,0.0,-5.684886010091873,90.08445761874827,94.98725377755831,94.99042949660594,96.61783025303693,94.92800664931907,96.59768556880839,8.700000000000001,99.99994531320742,0.0,20.0,20.0,20.0,20.0,20.0,10.425480042598158,9.469024906993928,9.453541896053126,9.182742948262446,9.463937763597942,9.186178103196356,5.056695802826047e-16,2.3447910280083307e-15,1.0539717247108153e-16,2.144654824102569e-15,0.0,0.060028164336734434,0.04547557852964473,0.018041894630751367,0.04605903133722419,0.01815145416182312,8.699991978666963,8.699991978666963,8.699991978666963,8.699991978666963,8.699991978666963,8.699991978666963,8.699991209056114,10.252051036659807,9.461969864024303,9.461473266611252,9.20926989765763,9.471242987627706,9.212362442665691,0.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.060028164336734434,0.04547557852964473,0.018041894630751357,0.04605903133722419,0.018151454161822764,10.598909048536507,9.476079949963554,9.445610525495004,9.156215998867262,9.456632539568178,9.159993763727021,0.0,0.0,9.473903143468002e-18,0.0,3.5586348682651685e-16
2017-01-21T04:00:00-05:00,23.0,9.461969864024297,9.461473266609223,9.2092698976563,9.47124298762514,9.212362442664377,0.006992856808146759,0.006992856808146752,0.006992856808146737,0.006992856808146756,0.00699285680814674,0.006992856808146761,4.1566750041965863e-16,2.658614069635708e-15,6.572520305780926e-17,2.3270274596143282e-15,0.0,-5.684886010091873,90.08445761874827,94.98725377755831,94.99042949660593,96.61783025303693,94.9280066493191,96.59768556880839,8.700000000000001,99.99994531320742,0.0,20.0,20.0,20.0,20.0,20.0,10.425480042597302,9.469024906993923,9.45354189605106,9.182742948261096,9.46393776359533,9.18617810319502,4.1566750041965863e-16,2.658614069635708e-15,6.572520305780926e-17,2.3270274596143282e-15,0.0,0.060028164336733865,0.04547557852951613,0.01804189463070129,0.046059031337061684,0.0181514541617738,8.699991978666963,8.699991978666963,8.699991978666963,8.699991978666963,8.699991978666963,8.699991978666963,8.699991209056114,10.252051036659005,9.461969864024297,9.461473266609223,9.2092698976563,9.47124298762514,9.212362442664377,0.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.060028164336733865,0.04547557852951613,0.018041894630701286,0.046059031337061684,0.018151454161773353,10.598909048535594,9.476079949963552,9.445610525492896,9.15621599886589,9.45663253956552,9.159993763725662,0.0,0.0,5.3290705182007515e-18,0.0,4.476419235288631e-16
2017-01-21T05:00:00-05:00,23.0,9.461969864024296,9.461473266607799,9.20926989765538,9.471242987623341,9.212362442663457,0.0069928568081467565,0.006992856808146752,0.006992856808146738,0.006992856808146756,0.006992856808146739,0.00699285680814676,3.481659405224491e-16,2.5804543687020974e-15,2.9013828376870755e-17,2.4134768257984737e-15,0.0,-5.684886010091873,90.08445761874826,94.98725377755831,94.99042949660593,96.61783025303696,94.92800664931907,96.59768556880839,8.700000000000001,99.99994531320742,0.0,20.0,20.0,20.0,20.0,20.0,10.425480042596666,9.469024906993923,9.453541896049613,9.182742948260161,9.463937763593501,9.186178103194086,3.481659405224491e-16,2.5804543687020974e-15,2.9013828376870755e-17,2.4134768257984737e-15,0.0,0.06002816433673361,0.04547557852942597,0.018041894630666598,0.046059031336947866,0.01815145416173923,8.699991978666963,8.699991978666963,8.699991978666963,8.699991978666963,8.699991978666963,8.699991978666963,8.699991209056114,10.252051036658415,9.461969864024296,9.461473266607799,9.20926989765538,9.471242987623341,9.212362442663457,0.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.06002816433673361,0.04547557852942597,0.018041894630666588,0.046059031336947866,0.018151454161738783,10.598909048534917,9.47607994996355,9.445610525491421,9.156215998864942,9.456632539563659,9.159993763724716,0.0,0.0,1.1250259982868253e-17,0.0,4.500103993147302e-16
2017-01-21T06:00:00-05:00,23.0,9.461969864024296,9.461473266606808,9.209269897654744,9.471242987622077,9.212362442662828,0.006992856808146759,0.006992856808146752,0.006992856808146742,0.006992856808146752,0.006992856808146742,0.0069928568081467565,3.730349362740526e-16,2.289131847040456e-15,2.374396975331668e-16,2.2571574239312515e-15,0.0,-5.684886010091873,90.08445761874827,94.98725377755831,94.99042949660596,96.61783025303691,94.9280066493191,96.59768556880833,8.700000000000001,99.99994531320742,0.0,20.0,20.0,20.0,20.0,20.0,10.425480042596197,9.469024906993921,9.453541896048604,9.182742948259515,9.463937763592215,9.186178103193448,3.730349362740526e-16,2.289131847040456e-15,2.374396975331668e-16,2.2571574239312515e-15,0.0,0.060028164336733594,0.04547557852936288,0.01804189463064258,0.04605903133686766,0.018151454161715173,8.699991978666963,8.699991978666963,8.699991978666963,8.699991978666963,8.699991978666963,8.699991978666963,8.699991209056114,10.252051036657976,9.461969864024296,9.461473266606808,9.209269897654744,9.471242987622077,9.212362442662828,0.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.060028164336733594,0.04547557852936288,0.01804189463064258,0.04605903133686766,0.018151454161714972,10.598909048534415,9.47607994996355,9.4456105254904,9.156215998864287,9.456632539562353,9.159993763724069,0.0,0.0,0.0,0.0,1.995440849592948e-16
2017-01-21T07:00:00-05:00,23.0,9.461969864024292,9.461473266606115,9.209269897654307,9.471242987621197,9.21236244266239,0.006992856808146757,0.006992856808146752,0.00699285680814674,0.006992856808146752,0.006992856808146739,0.006992856808146753,4.677739677087326e-16,2.4122925879055403e-15,3.0375701953744285e-16,2.308079653327392e-15,1.7171449447535754e-16,-5.684886010091873,90.08445761874827,94.98725377755831,94.99042949660596,96.6178302530369,94.92800664931907,96.59768556880829,8.700000000000001,99.99994531320742,0.0,20.0,20.0,20.0,20.0,20.0,10.425480042595845,9.469024906993921,9.4535418960479,9.182742948259069,9.46393776359132,9.186178103193003,4.677739677087326e-16,2.4122925879055403e-15,3.0375701953744285e-16,2.308079653327392e-15,1.7171449447535754e-16,0.06002816433673348,0.04547557852931914,0.018041894630626124,0.046059031336811926,0.018151454161698527,8.699991978666963,8.699991978666963,8.699991978666963,8.699991978666963,8.699991978666963,8.699991978666963,8.699991209056114,10.252051036657647,9.461969864024292,9.461473266606115,9.209269897654307,9.471242987621197,9.21236244266239,0.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.06002816433673348,0.04547557852931914,0.018041894630626124,0.046059031336811926,0.018151454161698475,10.598909048534042,9.47607994996355,9.445610525489682,9.156215998863834,9.456632539561442,9.159993763723614,0.0,0.0,0.0,0.0,4.9737991503207014e-17
2017-01-21T08:00:00-05:00,23.0,9.461969864024288,9.46147326660563,9.209269897653998,9.471242987620576,9.21236244266208,0.00699285680814676,0.006992856808146752,0.00699285680814674,0.006992856808146752,0.006992856808146738,0.0069928568081467505,3.979039320256561e-16,2.315185080684993e-15,3.2270482582437884e-16,2.6550613559569076e-15,4.0204876465092335e-16,-5.684886010091873,90.08445761874827,94.98725377755831,94.99042949660596,96.6178302530369,94.92800664931906,96.59768556880827,8.700000000000001,99.99994531320742,0.0,20.0,20.0,20.0,20.0,20.0,10.425480042595582,9.469024906993917,9.453541896047403,9.182742948258758,9.463937763590684,9.18617810319269,3.979039320256561e-16,2.315185080684993e-15,3.2270482582437884e-16,2.6550613559569076e-15,4.0204876465092335e-16,0.060028164336733136,0.04547557852928819,0.018041894630614494,0.046059031336772534,0.018151454161686918,8.699991978666963,8.699991978666963,8.699991978666963,8.699991978666963,8.699991978666963,8.699991978666963,8.699991209056114,10.252051036657402,9.461969864024288,9.46147326660563,9.209269897653998,9.471242987620576,9.21236244266208,0.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.060028164336733136,0.04547557852928819,0.018041894630614494,0.046059031336772534,0.018151454161686918,10.598909048533764,9.476079949963546,9.445610525489178,9.156215998863518,9.456632539560795,9.159993763723298,0.0,0.0,0.0,0.0,0.0
2017-01-21T09:00:00-05:00,23.0,9.461969864024285,9.461473266605292,9.20926989765379,9.47124298762014,9.212362442661867,0.00699285680814676,0.006992856808146752,0.006992856808146738,0.0069928568081467505,0.006992856808146738,0.006992856808146752,4.215886898843261e-16,2.5153212845907545e-15,3.1678363635971135e-16,2.3921605437256706e-15,2.504663143554353e-16,-5.684886010091873,90.08445761874827,94.98725377755831,94.99042949660594,96.6178302530369,94.92800664931906,96.59768556880827,8.700000000000001,99.99994531320742,0.0,20.0,20.0,20.0,20.0,20.0,10.425480042595387,9.46902490699391,9.453541896047062,9.182742948258547,9.463937763590241,9.18617810319247,4.215886898843261e-16,2.5153212845907545e-15,3.1678363635971135e-16,2.3921605437256706e-15,2.504663143554353e-16,0.06002816433673298,0.045475578529266876,0.018041894630606656,0.04605903133674496,0.01815145416167887,8.699991978666963,8.699991978666963,8.699991978666963,8.699991978666963,8.699991978666963,8.699991978666963,8.699991209056114,10.252051036657218,9.461969864024285,9.461473266605292,9.20926989765379,9.47124298762014,9.212362442661867,0.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.06002816433673298,0.045475578529266876,0.018041894630606656,0.04605903133674496,0.01815145416167887,10.598909048533557,9.47607994996354,9.445610525488831,9.156215998863303,9.456632539560342,9.15999376372307,0.0,0.0,0.0,0.0,0.0
